rxn_id,enzyme_id,flux,C_i,Ea_i_eV,Ea_kcat_eV,Ea_fN_eV,contrib,gene,enzyme_name,cog,cog_category
G1SATNo1,P23893,0.0025213182899604,0.00029220852788,0.799709225373171,0.7997446546151303,-3.5429241959166254e-05,0.00023369220820498626,hemL,Glutamate-1-semialdehyde aminotransferase,H,coenzyme metab
ACGKNo1,P0A6C8,0.2090051319006698,0.0002966350685848,0.7813037348848338,0.78145044444956,-0.0001467095647262,0.00023180560618491769,argB,Acetylglutamate kinase,E,amino-acid metab
PSCVTNo1,P0A6D3,0.269148042192763,0.0002920288012867,0.7780152222652544,0.7821058626856521,-0.0040906404203974,0.0002283974375593914,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,E,amino-acid metab
DHNPA2rNo1,P0AC16,0.0004727471793675,0.0002361682008317,0.9629995868122624,0.962999586814833,-2.570913773982969e-12,0.0002274298798197296,folB,Dihydroneopterin aldolase reversible,H,coenzyme metab
APG3PAT160No1,P60782,0.0450940037431428,0.0002541234408959,0.8249186740554105,0.8254330368077029,-0.0005143627522924,0.00020976188354272554,,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0),S,unknown/other
HSSTNo1,P07623,0.1087551706221347,0.0002554128112411,0.7964891473020914,0.7964900830256394,-9.357235479748408e-07,0.0002034337712312357,metAS,Homoserine O-succinyltransferase,E,amino-acid metab
TMPKNo1,P0AGG0,0.0001575823931225,0.0002313998045386,0.8491999212059809,0.8491999212059939,-1.3071150911748784e-14,0.0001965046957812615,thiL,Thiamine-phosphate kinase,H,coenzyme metab
TALA_REVNo1,P0A870,0.1395043949430323,0.0003638924321702,0.5246504303569377,0.5247013385258259,-5.090816888808912e-05,0.00019093484623912226,talB,Transaldolase,G,carbohydrate/glycolysis
DHAD2No1,P05791,0.2052888726834889,0.0002425009985596,0.7836211644127358,0.7838918767112738,-0.0002707122985381,0.00019009456286524275,ilvD,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",E,amino-acid metab
G5SDNo1,P07004,0.156200897254568,0.0002083701192645,0.8529368215784991,0.8529368217042969,-1.2579788963136854e-10,0.00017772654726360792,proA,Glutamate-5-semialdehyde dehydrogenase,E,amino-acid metab
CTECOAI7_REVNo1,P21177,0.1062995705499339,0.0002638620990744,0.6544094008685718,0.654747401767641,-0.0003380008990693,0.0001727630237939193,fadB,3-cis-2-trans-enoyl-CoA isomerase,I,lipid metab
QULNSNo1,P11458,0.0016097430113595,0.0002026873020019,0.8483766559393154,0.848394620769229,-1.7964829913647593e-05,0.00017195881671664014,nadA,Quinolinate synthase,H,coenzyme metab
SDPDSNo1,P0AED7,0.2621132249729722,0.0002204404780825,0.7723597186957547,0.7723597186961051,-3.503526753022664e-13,0.00017025934564103462,,Succinyl-diaminopimelate desuccinylase,S,unknown/other
MDHNo1,P61889,0.7368635380167535,0.0001929218274618,0.8388115699325419,0.8388115904934837,-2.0560942160873655e-08,0.00016182506493414193,mdh,Malate dehydrogenase,C,energy (ETC/TCA)
DHDPSNo1,P0A6L2,0.2621132249729722,0.000181778864973,0.8727705499784058,0.8727715401024054,-9.901239996480706e-07,0.0001586514199405524,dapA,Dihydrodipicolinate synthase,E,amino-acid metab
ADSL2rNo1,P0AB89,0.3164310985700743,0.0004377741882888,0.33595759818235,0.3359587530128231,-1.1548304729218932e-06,0.00014707407039870607,purB,Adenylosuccinate lyase,F,nucleotide metab
GARFTNo1,P08179,0.3164310985700743,0.0002288557007248,0.6060939401461333,0.6217031015921112,-0.0156091614459778,0.00014228029895764412,purN,Phosphoribosylglycinamide formyltransferase,F,nucleotide metab
RBFSbNo1,P0AFU8,0.0003151647862449,0.0001548220060709,0.8936118300062145,0.8984160764290279,-0.0048042464228132,0.00013909457923908913,ribC,Riboflavin synthase,H,coenzyme metab
IPDPSNo1,P62623,0.001491732878393,0.0001614762499907,0.8441023857633262,0.8441492425851497,-4.685682182355411e-05,0.0001363100541251397,ispH,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),I,lipid metab
POR5No2,P52647,0.0768514491660998,0.0001496917067592,0.9018607498767957,0.901860749892719,-1.5923746083800882e-11,0.0001350010749105731,ydbK,Pyruvate synthase,C,energy (ETC/TCA)
PPANo1,P0A840,2.4744693271441056,0.0001866878793332,0.7113853654890828,0.7119592042016128,-0.0005738387125301,0.0001329141540041518,surE,Inorganic diphosphatase,L,replication/repair
ACCOACNo1,P0A9Q5,0.054994135257253,0.0001471208321668,0.7970850189351923,0.7970928076312792,-7.788696086817263e-06,0.00011726895717288483,accA;accB;accC;accD,Acetyl-CoA carboxylase,I,lipid metab
TKT1_REVNo2,P33570,0.1395043949430323,0.0001699495519244,0.6799842331926311,0.6801088064057935,-0.0001245732131623,0.00011558418690850312,tktB,Transketolase,G,carbohydrate/glycolysis
GLUTRSNo1,P04805,0.0025213182899604,0.0001467254598958,0.787377504048453,0.7873775040484531,-2.5455497522284937e-16,0.0001155283263931164,gltX,Glutamyl-tRNA synthetase,J,translation/ribosome
TRPAS2_REVNo1,P0A853,0.0401652787406719,0.0001309645502073,0.8663185144490062,0.8663186149807931,-1.0053178704666161e-07,0.00011345702774717069,tnaA,Tryptophanase (L-tryptophan),E,amino-acid metab
UAGPT3No1,P17443,0.0196363208075728,0.0001353098998471,0.8297492254154522,0.8297832758028857,-3.4050387433494115e-05,0.00011227789194368702,murG,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,M,cell wall/membrane
GTPCII2No1,P0A7I7,0.0003151647862449,0.0001239895098328,0.8629681627986924,0.8629681758481027,-1.3049410572309365e-08,0.00010699900112471181,ribA,GTP cyclohydrolase II (25drapp),H,coenzyme metab
CYSTLNo1,P06721,0.1087551706221347,0.0001824205087513,0.5591973246246029,0.5600971960291259,-0.000899871404523,0.00010217321544980974,metC,Cystathionine b-lyase,E,amino-acid metab
MTHFR2No1,P0AEZ1,0.1090703354083798,0.00013888291088,0.7094498520372271,0.7095096219788907,-5.976994166333685e-05,9.853876159779677e-05,metF,"5,10-methylenetetrahydrofolate reductase (NADH)",E,amino-acid metab
ADSL1rNo1,P0AB89,0.2114965590012829,0.000292600001181,0.33595759818235,0.3359587530128231,-1.1548304729218932e-06,9.830153152831933e-05,purB,Adenylsuccinate lyase,F,nucleotide metab
MOHMTNo1,P31057,0.0004762804168815,8.481537144972018e-05,1.1498153044249784,1.149815220492286,8.393269248224882e-08,9.752200502459515e-05,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,H,coenzyme metab
U23GAATNo1,P21645,0.0274970676286265,0.0001136724193523,0.8494520460851637,0.8496359541552417,-0.0001839080700777,9.658017447752618e-05,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,M,cell wall/membrane
DAPENo1,P0A6K1,0.2621132249729722,0.0001322936507411,0.7171103645794595,0.7171107338838137,-3.69304354078932e-07,9.486919697111916e-05,dapF,Diaminopimelate epimerase,E,amino-acid metab
SULRNo1,P17846,0.1747135778679519,0.0001409923692768,0.6452030854317232,0.6591475373962206,-0.0139444519644974,9.293477300046126e-05,cysI;cysJ,Sulfite reductase (NADPH2),P,inorganic ion
UDCPDPNo1,P75806,0.0196363208075728,0.0001165200647135,0.7880989356203569,0.7887060200952801,-0.0006070844749233,9.190007650142906e-05,,Undecaprenyl-diphosphatase,S,unknown/other
KDOCT2No1,P04951,0.0274970676286265,0.0001000932618247,0.8993377988064117,0.8999144289961746,-0.0005766301897629,9.00753705613395e-05,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,M,cell wall/membrane
SUCDiNo1,P07014,0.2336862092306718,9.493850406799842e-05,0.8257764487250147,0.8258945248325403,-0.0001180761075255,7.840919070555175e-05,sdhA;sdhB,Succinate dehydrogenase (irreversible),C,energy (ETC/TCA)
CDPMEKNo1,P62615,0.0016881808841691,0.0001288500930396,0.6058926718034606,0.6061632634830961,-0.0002705916796351,7.81041928969845e-05,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,I,lipid metab
MOATNo1,P0AC75,0.0137485338143132,0.0001013439469788,0.7595813473971149,0.7595826800669523,-1.3326698374184408e-06,7.697910685472001e-05,waaA,3-deoxy-D-manno-octulosonic acid transferase,M,cell wall/membrane
MOAT2No1,P0AC75,0.0137485338143132,0.0001013439469788,0.7595813473971149,0.7595826800669523,-1.3326698374184408e-06,7.697910685472001e-05,waaA,3-deoxy-D-manno-octulosonic acid transferase,M,cell wall/membrane
METATNo1,P0A817,0.0007879119656126,7.54688973342299e-05,0.9865877399381496,0.9865877399381496,-0.0,7.445668885660212e-05,metK,Methionine adenosyltransferase,H,coenzyme metab
UAPGRNo1,P08373,0.0196363208075728,9.075725675572466e-05,0.8055196401437162,0.8055475863446986,-2.7946200982322015e-05,7.310928912284008e-05,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,M,cell wall/membrane
CBMKrNo1,P37306,0.4427605925866154,9.776337405037472e-05,0.7443264372885022,0.7443848128124266,-5.837552392409019e-05,7.277357089239944e-05,,Carbamate kinase,S,unknown/other
GLUR_REVNo1,P22634,0.0196363208075728,0.0001031642541907,0.6899181855459482,0.6906223542704045,-0.0007041687244564,7.124754010573168e-05,murI,Glutamate racemase,M,cell wall/membrane
ILETA_REVNo1,P0AB80,0.2052888726834889,9.884788164660208e-05,0.709047297213224,0.7115092201009225,-0.0024619228876986,7.033117917900214e-05,ilvE,Isoleucine transaminase,E,amino-acid metab
ALAALArNo2,P07862,0.0196363208075728,9.163035942921782e-05,0.7416261845246968,0.7416301128206984,-3.92829600163693e-06,6.795583380129195e-05,ddlB,D-alanine-D-alanine ligase,M,cell wall/membrane
RHCCENo1,P45578,0.000315164786245,5.745676732449301e-05,1.0882798702134742,1.1363436047923303,-0.0480637345788559,6.529063010122857e-05,luxS,S-ribosylhomocysteine cleavage enzyme,T,signal transduction
DXPSNo1,P77488,0.0018457632772916,9.620852450265004e-05,0.6696955745026111,0.6700023771780671,-0.0003068026754558,6.445994012156984e-05,dxs,1-deoxy-D-xylulose 5-phosphate synthase,H,coenzyme metab
GK1No1,P60546,0.1718764588089938,9.012010188241826e-05,0.6673246594096226,0.6687864274219665,-0.001461768012344,6.027110097684614e-05,gmk,Guanylate kinase (GMP:ATP),F,nucleotide metab
SCYSDSNo1,P77444,0.0007716590730484,8.392502299919835e-05,0.7141159693503539,0.7141167333850087,-7.640346546441718e-07,5.993226327344925e-05,sufE,SUF Cysteine desulfuration,O,chaperone/PTM (stress)
PTAr_REVNo2,P77218,0.4112157773972484,7.946218316956521e-05,0.7436446746967086,0.7436668785610748,-2.220386436602108e-05,5.909339372135894e-05,,Phosphotransacetylase,S,unknown/other
SERATNo1,P0A9D4,0.1747135778679519,6.22621403559287e-05,0.800797679297255,0.8008035500146073,-5.870717352288547e-06,4.9859743028535446e-05,cysE,Serine O-acetyltransferase,E,amino-acid metab
PRAIiNo1,P00909,0.0401652787406719,7.607962140970814e-05,0.6337167353896626,0.6338227426512573,-0.0001060072615946,4.8220994301770526e-05,trpC,Phosphoribosylanthranilate isomerase (irreversible),E,amino-acid metab
ACOAD1frNo1,P0A9U8,0.2514817132934726,7.951975862924288e-05,0.6002247745789046,0.6002783373340789,-5.356275517414191e-05,4.773398849516919e-05,,Acyl-CoA dehydrogenase (butanoyl-CoA),S,unknown/other
PPBNGSNo1,P0ACB2,0.0012606591449802,5.088301932715256e-05,0.8835314519047346,0.8835315029899814,-5.108524679583299e-08,4.495675054278738e-05,hemB,Porphobilinogen synthase,H,coenzyme metab
DHQTiNo1,P05194,0.269148042192763,5.622886468520383e-05,0.7817655048960405,0.7817655048962231,-1.824843130316467e-13,4.395778679036978e-05,aroD,"3-dehydroquinate dehydratase, irreversible",E,amino-acid metab
FUMNo3,P05042,0.7368635380167535,6.381949834988188e-05,0.6578766554599911,0.6578777619134982,-1.1064535070696752e-06,4.198542874086248e-05,fumC,Fumarase,C,energy (ETC/TCA)
CYTK1No1,P0A6I0,0.127905317947787,5.983751049515318e-05,0.6899086499002389,0.6905219145916689,-0.0006132646914298,4.131911231151225e-05,cmk,Cytidylate kinase (CMP),F,nucleotide metab
SHSL1No1,P00935,0.1087551706221347,6.846231339480147e-05,0.5977789442153528,0.5978600589623576,-8.111474700480264e-05,4.093088272291541e-05,metB,O-succinylhomoserine lyase (L-cysteine),E,amino-acid metab
UPPDC1No1,P29680,0.0001575823931225,4.886812920851247e-05,0.8188521227736726,0.8188641066285804,-1.1983854908107278e-05,4.00163569669386e-05,hemE,Uroporphyrinogen decarboxylase (uroporphyrinogen III),H,coenzyme metab
KDOPPNo1,P0ABZ4,0.0274970676286265,5.132647939859458e-05,0.7240110440799128,0.7240110440834796,-3.5670650537603716e-12,3.716093793850567e-05,kdsC,3-deoxy-manno-octulosonate-8-phosphatase,M,cell wall/membrane
UMPKNo2,P0A7E9,0.2671403153078315,4.198643272501634e-05,0.8496386860995289,0.849642750944305,-4.064844776238241e-06,3.5673468202820876e-05,pyrH,UMP kinase,F,nucleotide metab
ASPO6No1,P10902,0.0016097430113595,4.099077915292737e-05,0.7775602986135043,0.7775604957135032,-1.9709999900864498e-07,3.187281055783294e-05,nadB,L-aspartate oxidase,H,coenzyme metab
PNTKNo1,P0A6I3,0.0004762804168815,3.785877276535343e-05,0.8157878560386175,0.8159839912444653,-0.0001961352058481,3.0892152504690356e-05,coaA,Pantothenate kinase,H,coenzyme metab
ASP1DCNo1,P0A790,0.0004762804168815,3.23444778058124e-05,0.9503190009002412,0.953645253423813,-0.0033262525235719,3.0845157733984864e-05,,Aspartate 1-decarboxylase,S,unknown/other
PPCDCNo1,P0ABQ0,0.0004762804168815,4.613683820264835e-05,0.6535976275523313,0.6538296096590025,-0.0002319821066711,3.0165630912938125e-05,coaBC,Phosphopantothenoylcysteine decarboxylase,H,coenzyme metab
DDPANo2,P0AB91,0.269148042192763,0.000119833333638,0.0925066746279081,0.2497864918267527,-0.1572798171988447,2.9932748013340817e-05,aroG,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,E,amino-acid metab
ALARNo1,P29012,0.0294544812113592,3.792210759301362e-05,0.7798068953222846,0.7798068953222846,-0.0,2.957192098618559e-05,dadX,Alanine racemase,M,cell wall/membrane
DHFRNo2,P0ABQ4,0.0189628857374124,3.517551488557702e-05,0.8286821557488405,0.8327385816117513,-0.0040564258629105,2.929200837327845e-05,folA,Dihydrofolate reductase,H,coenzyme metab
TMDSNo1,P0A884,0.0184901385580448,3.240615194660679e-05,0.8753357284486413,0.8759959315619466,-0.0006602031133051,2.83876572628058e-05,thyA,Thymidylate synthase,F,nucleotide metab
PGINo1,P0A6T1,0.6149265413226033,3.4269790927243804e-05,0.8187965557124619,0.8187965581292485,-2.4167865064715708e-09,2.8059986859036174e-05,pgi,Glucose-6-phosphate isomerase,G,carbohydrate/glycolysis
ACKrNo1,P0A6A3,0.4112157773972484,3.018578901836655e-05,0.7543414117379325,0.9082471350303624,-0.1539057232924302,2.7416156394562394e-05,ackA,Acetate kinase,C,energy (ETC/TCA)
DTMPKNo1,P0A720,0.0184901385580448,3.126142052445324e-05,0.8638927290209735,0.8642896144965279,-0.0003968854755542,2.7018921093693537e-05,tmk,DTMP kinase,F,nucleotide metab
UGMDDSNo1,P11880,0.0196363208075728,3.936639690615973e-05,0.6613453125117448,0.661363481576182,-1.8169064437244503e-05,2.6035497314967636e-05,murF,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",M,cell wall/membrane
ADSKNo1,P0A6J1,0.1747135778679519,3.223392419787752e-05,0.7503874369437724,0.7509528962227501,-0.0005654592789776,2.4206158733020707e-05,,Adenylyl-sulfate kinase,S,unknown/other
RPE_REVNo1,P0AG07,0.5481568320788277,2.7763708974892776e-05,0.8585708828141795,0.858570882828819,-1.4639623364250275e-11,2.3837112125176096e-05,rpe,Ribulose 5-phosphate 3-epimerase,G,carbohydrate/glycolysis
SHK3DrNo1,P15770,0.269148042192763,4.135314014691582e-05,0.5378732900794105,0.5379736492938462,-0.0001003592144357,2.2246899714596164e-05,aroE,Shikimate dehydrogenase,E,amino-acid metab
MECDPSNo1,P62617,0.0016881808841691,2.5619385105035697e-05,0.7975777094403453,0.7991052039484177,-0.0015274945080723,2.0472583959392604e-05,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",I,lipid metab
FACOAE161No1,P0AGG2,0.1062995705499339,5.164516604094782e-05,0.3891038853973371,0.3892927601622347,-0.0001888747648976,2.0105089237117487e-05,tesB,Fatty-acid-CoA thioesterase (hexadecenoate),I,lipid metab
ADCSNo1,P00903,0.0004727471793675,2.9170708137904455e-05,0.6628311812386212,0.6646386491583988,-0.0018074679197776,1.9387980051770728e-05,pabA;pabB,4-amino-4-deoxychorismate synthase,E,amino-acid metab
DMATTNo1,P22939,0.000196448005776,2.6288990685741087e-05,0.6821028411337321,0.6828705702749097,-0.0007677291411775,1.7951978061523804e-05,ispA,Dimethylallyltranstransferase,H,coenzyme metab
GRTTNo1,P22939,0.000196448005776,2.6288990685741087e-05,0.6821028411337321,0.6828705702749097,-0.0007677291411775,1.7951978061523804e-05,ispA,Geranyltranstransferase,H,coenzyme metab
DMPPSNo1,P62623,0.000196448005776,2.126499290128203e-05,0.8441023857633262,0.8441492425851497,-4.685682182355411e-05,1.795082765119581e-05,ispH,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),I,lipid metab
ANSNo1,P00895,0.0401652787406719,3.0358890402981675e-05,0.5884914414440129,0.5887190281745958,-0.0002275867305827,1.7872856454502432e-05,trpE;trpGD,Anthranilate synthase,E,amino-acid metab
PE161abcppNo1,P60752,0.0531497852749669,2.5055652183580968e-05,0.6988704553326407,0.69887059309487,-1.3776222931439517e-07,1.7510658501918006e-05,msbA,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",V,defence
PPPGONo1,P0ACB4,0.0001575823931225,2.0701786955512613e-05,0.8308549346366201,0.8317627874700585,-0.0009078528334383,1.7218976023728466e-05,hemG,Protoporphyrinogen oxidase (aerobic),H,coenzyme metab
GLUDy_REVNo1,P00370,6.003834271457319,2.2894024473418817e-05,0.7511893700174385,0.7511893709719267,-9.544882346018238e-10,1.7197747843203377e-05,gdhA,Glutamate dehydrogenase (NADP),E,amino-acid metab
FACOAE160No1,P0AGG2,0.0901880074862856,4.38174360656296e-05,0.3891038853973371,0.3892927601622347,-0.0001888747648976,1.7057810629221195e-05,tesB,Fatty-acid-CoA thioesterase (hexadecanoate),I,lipid metab
USHDNo1,P43341,0.0137485338143132,2.528096143122882e-05,0.6433876456414201,0.6434635397037217,-7.589406230132652e-05,1.6267376929651766e-05,,UDP-sugar hydrolase,S,unknown/other
LEUTAiNo2,P04693,0.3183447000076133,2.3613478093709173e-05,0.6848197095802632,0.6848362625688076,-1.6552988544300285e-05,1.6171366083946202e-05,tyrB,Leucine transaminase (irreversible),E,amino-acid metab
NADS1No1,P18843,0.0016097430113595,2.3846121574577772e-05,0.6464052970808912,0.647388367554899,-0.0009830704740077,1.5437701718681563e-05,nadE,NAD synthase (nh3),H,coenzyme metab
PE160abcppNo1,P60752,0.0450940037431428,2.1258028966297804e-05,0.6988704553326407,0.69887059309487,-1.3776222931439517e-07,1.4856611311704472e-05,msbA,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",V,defence
PSSA161No1,P23830,0.0531497852749669,1.896001549650528e-05,0.7351931708006049,0.7352077033309119,-1.4532530307179702e-05,1.3939549448304147e-05,pssA,Phosphatidylserine syntase (n-C16:1),I,lipid metab
UAGDPNo1,P0ACC7,0.0667697092437721,1.9940807829965657e-05,0.6675924705038331,0.6705760024235229,-0.0029835319196898,1.3371827199714054e-05,glmU,UDP-N-acetylglucosamine diphosphorylase,M,cell wall/membrane
KDOPSNo1,P0A715,0.0274970676286265,1.7577824119874297e-05,0.694997885235455,0.6950799915126359,-8.210627718076807e-05,1.2217993840052833e-05,kdsA,3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase,M,cell wall/membrane
PSD161No1,P0A8K1,0.0531497852749669,1.3982570080950383e-05,0.8591796806868321,0.8591798302688759,-1.4958204372547868e-07,1.2013542188873613e-05,psd,Phosphatidylserine decarboxylase (n-C16:1),I,lipid metab
PSSA160No1,P23830,0.0450940037431428,1.6086292861650087e-05,0.7351931708006049,0.7352077033309119,-1.4532530307179702e-05,1.1826766429922203e-05,pssA,Phosphatidylserine syntase (n-C16:0),I,lipid metab
PANTSNo1,P31663,0.0004762804168815,1.9593762989877916e-05,0.591352924546198,0.5928899940922572,-0.0015370695460591,1.1616946023313806e-05,panC,Pantothenate synthase,H,coenzyme metab
PYK3No1,P21599,0.5580865956782287,1.7569791362082032e-05,0.6543516425423616,0.6544784018343391,-0.0001267592919775,1.1499048971218226e-05,pykA,Pyruvate kinase(3),G,carbohydrate/glycolysis
ACPPAT161No1,P0A6A8,0.0531497852749669,5.44389737039408e-06,1.9082031310544656,2.0707782317497636,-0.1625751006952984,1.127310417049184e-05,acpP,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1),I,lipid metab
MCOATANo1,P0A6A8,0.054994135257253,5.34750049241417e-06,1.9082031310544656,2.0707782317497636,-0.1625751006952984,1.1073487613962405e-05,acpP;fabD,Malonyl-CoA-ACP transacylase,I,lipid metab
FACOAE120No1,P0AGG2,0.054994135257253,2.671865239611826e-05,0.3891038853973371,0.3892927601622347,-0.0001888747648976,1.0401377939100183e-05,tesB,Fatty-acid-CoA thioesterase (dodecanoate),I,lipid metab
PSD160No1,P0A8K1,0.0450940037431428,1.18632665149776e-05,0.8591796806868321,0.8591798302688759,-1.4958204372547868e-07,1.0192679310772893e-05,psd,Phosphatidylserine decarboxylase (n-C16:0),I,lipid metab
ACPPAT160No1,P0A6A8,0.0450940037431428,4.6187793006913225e-06,1.9082031310544656,2.0707782317497636,-0.1625751006952984,9.564467633127986e-06,acpP,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0),I,lipid metab
PPNCL2No1,P0ABQ0,0.0004762804168815,1.3999927465924156e-05,0.6535976275523313,0.6538296096590025,-0.0002319821066711,9.153567110299539e-06,coaBC,Phosphopantothenate-cysteine ligase,H,coenzyme metab
ARGSLNo1,P11447,0.2090051319006698,1.0246941055391812e-05,0.8932908722930397,0.8932908722933152,-2.7523154475359385e-13,9.153498913709135e-06,argH,Argininosuccinate lyase,E,amino-acid metab
G3PD2_REVNo1,P0A6S7,0.0982437890181097,9.582662286872212e-05,-0.084628165860868,-0.0846281658605244,-3.436536868881182e-13,-8.109631333988136e-06,gpsA,Glycerol-3-phosphate dehydrogenase (NADP),C,energy (ETC/TCA)
ASPCTNo2,P0A786,0.2337554606859454,1.53827627275005e-05,0.477396252494665,0.4786263083422977,-0.0012300558476326,7.362594936369058e-06,pyrB,Aspartate carbamoyltransferase,F,nucleotide metab
PHETA1_REVNo1,P04693,0.1309121030721652,9.710512205440835e-06,0.6848197095802632,0.6848362625688076,-1.6552988544300285e-05,6.650110886402891e-06,tyrB,Phenylalanine transaminase,E,amino-acid metab
OCTDPSNo1,P0AD57,0.0001575823931225,7.340409108325119e-06,0.8508307254255209,0.8508385604680109,-7.83504249029092e-06,6.24550311897362e-06,ispB,Octaprenyl pyrophosphate synthase,H,coenzyme metab
IGPDHNo1,P06987,0.0669419192402025,7.245777389197627e-06,0.8597789916585049,0.8597905029003602,-1.1511241855197472e-05,6.229850585362287e-06,hisB,Imidazoleglycerol-phosphate dehydratase,E,amino-acid metab
ACACT1rNo1,P76461,0.2514817132934726,7.97348910369644e-06,0.7778620100253036,0.7778679646176121,-5.954592308718877e-06,6.202321739993058e-06,,Acetyl-CoA C-acetyltransferase,S,unknown/other
PYK2No1,P21599,0.3005251699297177,9.461192207460556e-06,0.6543516425423616,0.6544784018343391,-0.0001267592919775,6.192145955386288e-06,pykA,Pyruvate kinase(2),G,carbohydrate/glycolysis
OCBTNo2,P06960,0.2090051319006698,6.370597739613348e-06,0.8854587090971823,0.8854587090971823,-0.0,5.640901250695463e-06,argF,Ornithine carbamoyltransferase,E,amino-acid metab
PDX5PSNo1,P0A794,0.0001575823931225,6.896741649997651e-06,0.7720918765692096,0.7721148986544097,-2.3022085200028623e-05,5.325076980133583e-06,pdxA;pdxJ,Pyridoxine 5'-phosphate synthase,H,coenzyme metab
PMDPHTNo2,P0ADP0,0.0003151647862449,8.729848204047652e-06,0.6002247745789046,0.6002783373340789,-5.356275517414191e-05,5.240338765104619e-06,yigB,Pyrimidine phosphatase,H,coenzyme metab
TYRTA_REVNo1,P04693,0.0974403308074357,7.227716167235165e-06,0.6848197095802632,0.6848362625688076,-1.6552988544300285e-05,4.949802126877477e-06,tyrB,Tyrosine transaminase,E,amino-acid metab
CHRPLNo1,P26602,0.0001575823931225,5.261035510017997e-06,0.9231862575060052,0.924511779304316,-0.0013255217983107,4.863889300349929e-06,ubiC,Chorismate pyruvate lyase,H,coenzyme metab
AHCYSNSNo1,P0AF12,0.000315164786245,6.401723447180263e-06,0.7264868157509959,0.7266602886306162,-0.0001734728796204,4.651878207861393e-06,mtnN,S-adenosylhomocysteine nucleosidase,F,nucleotide metab
K2L4AabcppNo1,P60752,0.0137485338143132,6.481277065040203e-06,0.6988704553326407,0.69887059309487,-1.3776222931439517e-07,4.529573946456825e-06,msbA,KDO(2)-lipid IV A transport via ABC system (periplasm),V,defence
A5PISONo2,P17115,0.0274970676286265,7.071405185021806e-06,0.6382922620956412,0.6392387542631106,-0.0009464921674693,4.5203162413630405e-06,gutQ,Arabinose-5-phosphate isomerase,T,signal transduction
K2L4AabctexNo1,P0A9V1,0.0137485338143132,4.4499844809031686e-06,0.9896740502579516,0.9899622028906684,-0.0002881526327166,4.405316439544188e-06,lptA;lptB;lptC;lptD;lptE;lptF;lptG,KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular),M,cell wall/membrane
HACD2No2,P77399,0.2514817132934726,5.179667728061332e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,3.670245853386575e-06,fadJ,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),I,lipid metab
ECOAH5No1,P77399,0.2514817132934726,5.179667728061332e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,3.670245853386575e-06,fadJ,3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),I,lipid metab
HACD3No2,P77399,0.2514817132934726,5.17966771973466e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,3.670245847486402e-06,fadJ,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),I,lipid metab
ECOAH1No1,P77399,0.2514817132934726,5.17966771973466e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,3.670245847486402e-06,fadJ,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),I,lipid metab
ECOAH2No1,P77399,0.2514817132934726,5.17966771973466e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,3.670245847486402e-06,fadJ,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),I,lipid metab
ECOAH4No1,P77399,0.2514817132934726,5.17966771973466e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,3.670245847486402e-06,fadJ,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),I,lipid metab
ECOAH3No1,P77399,0.2514817132934726,5.17966771973466e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,3.670245847486402e-06,fadJ,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),I,lipid metab
