reaction,members,name,costed,reversible,is_atp_synthase,translocates,kind,ion_per_flux_to_outer,flux,ion_to_outer,reaction_string,state,model
r_0941No1,r_0941No1,prolyl-tRNA synthetase (No1),True,False,False,False,carrier,1.0,0.07764177396354129,0.07764177396354129,5.2950511472580245e-05 prot_P38708 + s_0434 + s_1035 + s_1606 --> s_0423 + s_0633 + s_0794 + s_1379,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1237,r_1237,ornithine transport,False,False,False,True,carrier,-1.0,0.07575612067966658,-0.07575612067966658,s_0794 + s_1268 --> s_0799 + s_1266,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0816No1,r_0816No1,ornithine carbamoyltransferase (No1),True,False,False,False,carrier,1.0,0.07575612067966658,0.07575612067966658,6.895880712213637e-08 prot_P05150 + s_0455 + s_1266 --> s_0794 + s_0979 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0208No1,r_0208No1,argininosuccinate synthase (No1),True,False,False,False,carrier,1.0,0.07575612032192935,0.07575612032192935,1.4154301502781134e-09 prot_P22768 + s_0434 + s_0973 + s_0979 --> s_0015 + s_0423 + s_0633 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0855No1,r_0855No1,phopshoribosylaminoimidazole synthetase (No1),True,False,False,False,carrier,2.0,0.037378828918789096,0.07475765783757819,0.0003077707724310728 prot_P07244 + s_0302 + s_0434 --> s_0300 + s_0394 + 2.0 s_0794 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0307,arm_r_0307 r_0307No1 r_0307No2,CTP synthase (NH3) (arm),True,False,False,False,carrier,4.0,0.016878812533287227,0.06751525013314891,s_0419 + s_0434 + s_1559 --> pmet_r_0307 ; pmet_r_0307 + 2.118020557047833e-05 prot_P28274 --> s_0394 + s_0539 + 2.0 s_0794 + s_1322 ; pmet_r_0307 + 2.059577314115974e-05 prot_P38627 --> s_0394 + s_0539 + 2.0 s_0794 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0938No1,r_0938No1,prephenate dehydratase (No1),True,False,False,False,carrier,-1.0,0.06312224367770601,-0.06312224367770601,1.6644496903776449e-07 prot_P32452 + s_0794 + s_1377 --> s_0456 + s_0803 + s_0951,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0080,arm_r_0080 r_0080No1 r_0080No2,"5,10-methylenetetrahydrofolate reductase (NADPH) (arm)",True,False,False,False,redox,-2.0,0.031109024948090053,-0.06221804989618011,s_0306 + 2.0 s_0794 + s_1212 --> pmet_r_0080 ; pmet_r_0080 + 2.1177260415806885e-06 prot_P53128 --> s_0322 + s_1207 ; pmet_r_0080 + 1.853267908480067e-06 prot_P46151 --> s_0322 + s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0109No1,r_0109No1,"acetyl-CoA carboxylase, reaction (No1)",True,False,False,False,carrier,1.0,0.060756697088149694,0.060756697088149694,1.2723940844933274e-09 prot_P48445 + 8.005393483798908e-10 prot_Q00955 + s_0373 + s_0434 + s_0445 --> s_0394 + s_0794 + s_1101 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0565,arm_r_0565 r_0565No1 r_0565No2 r_0565No3,IMP dehydrogenase (arm),True,False,False,False,redox,3.0,0.01864976624203707,0.05594929872611121,s_0803 + s_0849 + s_1198 --> pmet_r_0565 ; pmet_r_0565 + 0.0007413071972106765 prot_P38697 --> s_0794 + s_1203 + s_1565 ; pmet_r_0565 + 0.000720487542729849 prot_P50095 --> s_0794 + s_1203 + s_1565 ; pmet_r_0565 + 0.0007416608298152536 prot_P50094 --> s_0794 + s_1203 + s_1565,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0214No1,r_0214No1,aspartate carbamoyltransferase (No1),True,False,False,False,carrier,1.0,0.04176278895260785,0.04176278895260785,6.911134228694532e-07 prot_P07259 + s_0455 + s_0973 --> s_0794 + s_1194 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0821No1,r_0821No1,orotidine-5'-phosphate decarboxylase (No1),True,False,False,False,carrier,-1.0,0.04176278895260785,-0.04176278895260785,5.396842962009488e-07 prot_P03962 + s_0794 + s_1270 --> s_0456 + s_1545,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0349_REVNo1,r_0349_REVNo1,dihydroorotase (reversible) (No1),True,False,False,False,carrier,-1.0,0.04176278895260785,-0.04176278895260785,1.5771814905306106e-06 prot_P20051 + s_0794 + s_1194 --> s_0061 + s_0803,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0079No1,r_0079No1,5'-phosphoribosylformyl glycinamidine synthetase (No1),True,False,False,False,carrier,1.0,0.037378828918789096,0.037378828918789096,5.6889849287134594e-05 prot_P38972 + s_0301 + s_0434 + s_0803 + s_0999 --> s_0302 + s_0394 + s_0794 + s_0991 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0499No1,r_0499No1,glycinamide ribotide transformylase (No1),True,False,False,False,carrier,1.0,0.037378828918789096,0.037378828918789096,7.689273742401114e-06 prot_P04161 + s_0120 + s_0325 --> s_0301 + s_0794 + s_1487,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0908No1,r_0908No1,phosphoribosyl amino imidazolesuccinocarbozamide synthetase (No1),True,False,False,False,carrier,1.0,0.037378828918789096,0.037378828918789096,6.162516981687147e-06 prot_P27616 + s_0434 + s_0973 + s_1364 --> s_0299 + s_0394 + s_0794 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0911No1,r_0911No1,phosphoribosylaminoimidazole-carboxylase (No1),True,False,False,False,carrier,1.0,0.037378828918789096,0.037378828918789096,3.742781259083778e-06 prot_P21264 + s_0300 + s_0434 + s_0456 + s_0803 --> s_0394 + s_0794 + s_1322 + s_1364,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0914No1,r_0914No1,phosphoribosylglycinamidine synthetase (No1),True,False,False,False,carrier,1.0,0.037378828918789096,0.037378828918789096,0.0003077707724310728 prot_P07244 + s_0327 + s_0434 + s_1003 --> s_0325 + s_0394 + s_0794 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0514No1,r_0514No1,GMP synthase (No1),True,False,False,False,carrier,2.0,0.01864976624203707,0.03729953248407414,9.260456098536328e-05 prot_P38625 + s_0434 + s_0803 + s_0999 + s_1565 --> s_0423 + s_0633 + s_0782 + 2.0 s_0794 + s_0991,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_1038,arm_r_1038 r_1038No1 r_1038No2 r_1038No3,thioredoxin reductase (NADPH) (arm),True,False,False,False,redox,-1.0,0.031543208132656195,-0.031543208132656195,s_0794 + s_1212 + s_1620 --> pmet_r_1038 ; pmet_r_1038 + 1.1174236689832203e-05 prot_P22803 + 9.236969897408885e-06 prot_P29509 --> s_1207 + s_1616 ; pmet_r_1038 + 1.0175252726660498e-05 prot_P22217 + 9.236969897408885e-06 prot_P29509 --> s_1207 + s_1616 ; pmet_r_1038 + 9.236969897408885e-06 prot_P2,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0563No1,r_0563No1,Imidazole-glycerol-3-phosphate synthase (No1),True,False,False,False,carrier,1.0,0.03125470318022336,0.03125470318022336,2.7929758394274826e-06 prot_P33734 + s_0312 + s_0999 --> s_0403 + s_0550 + s_0794 + s_0991,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0910No1,r_0910No1,phosphoribosyl-ATP pyrophosphatase (No1),True,False,False,False,carrier,1.0,0.03125470318022336,0.03125470318022336,8.067731703767277e-06 prot_P00815 + s_0326 + s_0803 --> s_0078 + s_0633 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0727No1,r_0727No1,methionine synthase (No1),True,False,False,False,carrier,1.0,0.031109024948090053,0.031109024948090053,0.0009319690406338696 prot_P05694 + s_0322 + s_1012 --> s_0794 + s_1029 + s_1487,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0558,arm_r_0558 r_0558No1 r_0558No2,hydroxymethylglutaryl CoA reductase (arm),True,False,False,False,redox,-2.0,0.015520577887152238,-0.031041155774304476,s_0218 + 2.0 s_0794 + 2.0 s_1212 --> pmet_r_0558 ; pmet_r_0558 + 0.005535714015956636 prot_P12684 --> s_0028 + s_0529 + 2.0 s_1207 ; pmet_r_0558 + 0.005426956762683551 prot_P12683 --> s_0028 + s_0529 + 2.0 s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0154No1,r_0154No1,adenylyl-sulfate kinase (No1),True,False,False,False,carrier,1.0,0.027011983291505257,0.027011983291505257,6.996810132908383e-05 prot_Q02196 + s_0298 + s_0434 --> s_0201 + s_0394 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1025No1,r_1025No1,sulfate adenylyltransferase (No1),True,False,False,False,carrier,-1.0,0.027011983291505257,-0.027011983291505257,8.236748458568752e-06 prot_P08536 + s_0434 + s_0794 + s_1467 --> s_0298 + s_0633,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0813No1,r_0813No1,O-acetylhomoserine (thiol)-lyase (No1),True,False,False,False,carrier,1.0,0.02390065537311198,0.02390065537311198,2.8236929079394516e-05 prot_P06106 + s_0841 + s_1233 --> s_0362 + s_0794 + s_1012,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0736No1,r_0736No1,mevalonate kinase (ctp) (No1),True,False,False,False,carrier,1.0,0.01349077767581464,0.01349077767581464,1.0405536379961478e-05 prot_P07277 + s_0028 + s_0539 --> s_0019 + s_0467 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0792No1,r_0792No1,nucleoside diphosphatase (No1),True,False,False,False,carrier,1.0,0.01349077767581464,0.01349077767581464,9.821890273573233e-08 prot_P40009 + s_0467 + s_0803 --> s_0526 + s_0794 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0203No1,r_0203No1,anthranilate synthase (No1),True,False,False,False,carrier,1.0,0.013388138315510459,0.013388138315510459,8.395438037579604e-07 prot_P00899 + 7.527568484085736e-07 prot_P00937 + s_0515 + s_0999 --> s_0427 + s_0794 + s_0991 + s_1399,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0566No1,r_0566No1,indole-3-glycerol-phosphate synthase (No1),True,False,False,False,carrier,-1.0,0.013388138315510459,-0.013388138315510459,2.5973502066710245e-05 prot_P00937 + s_0076 + s_0794 --> s_0086 + s_0456 + s_0803,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0195,arm_r_0195 r_0195No1 r_0195No2,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) (arm)",True,False,False,False,carrier,2.0,0.006674169975025956,0.013348339950051911,s_0568 + s_1543 --> pmet_r_0195 ; pmet_r_0195 + 2.0309785158842895e-05 prot_P31688 + 1.973932581769224e-05 prot_P38427 + 2.6386281613258156e-05 prot_Q00764 --> s_0409 + s_0794 + s_1538 ; pmet_r_0195 + 2.0309785158842895e-05 prot_P31688 + 1.9739325817714712e-05 prot_P38426 + 2.6386281613258156e-05 pr,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0241No1,r_0241No1,"C-4 sterol methyl oxidase (4,4-dimethylzymosterol) (No1)",True,False,False,False,redox,-3.0,0.0025533451979885516,-0.007660035593965655,9.77466623968762e-06 prot_P53045 + s_0122 + 3.0 s_0794 + 3.0 s_1212 + 3.0 s_1275 --> s_0297 + 4.0 s_0803 + 3.0 s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_3525,r_3525,"H+ transport, cytoplasm-ER membrane",False,False,False,True,pure_ion_transport,-1.0,0.007466922034497254,-0.007466922034497254,s_0794 --> s_2783,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0142No1,r_0142No1,adenosine kinase (No1),True,False,False,False,carrier,1.0,0.007208369574978074,0.007208369574978074,1.3288220745833803e-05 prot_P47143 + s_0386 + s_0434 --> s_0394 + s_0423 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0317No1,r_0317No1,cytochrome P450 lanosterol 14-alpha-demethylase (NADP) (No1),True,False,False,False,redox,-2.0,0.0025744909139139224,-0.005148981827827845,9.773820891359648e-06 prot_P10614 + 1.2242779323970756e-05 prot_P16603 + 2.0 s_0794 + s_1059 + 3.0 s_1212 + 3.0 s_1275 --> s_0262 + s_0722 + 4.0 s_0803 + 3.0 s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0491,arm_r_0491 r_0491No1 r_0491No2,glycerol-3-phosphate dehydrogenase (NAD) (arm),True,False,False,False,redox,-1.0,0.003541496781136861,-0.003541496781136861,s_0629 + s_0794 + s_1203 --> pmet_r_0491 ; pmet_r_0491 + 2.7278449569770563e-06 prot_Q00055 --> s_0767 + s_1198 ; pmet_r_0491 + 2.4990116295250553e-06 prot_P41911 --> s_0767 + s_1198,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0312No1,r_0312No1,cysteine synthase (No1),True,False,False,False,carrier,1.0,0.0031113279183932756,0.0031113279183932756,1.4118464539697258e-05 prot_P06106 + s_0841 + s_1234 --> s_0362 + s_0794 + s_0981,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1012No1,r_1012No1,squalene synthase (No1),True,False,False,False,redox,-1.0,0.0025865741801569917,-0.0025865741801569917,0.00019487345068336078 prot_P29704 + 2.0 s_0190 + s_0794 + s_1212 --> 2.0 s_0633 + s_1207 + s_1447,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0231No1,r_0231No1,C-14 sterol reductase (No1),True,False,False,False,redox,-1.0,0.0025744909139139224,-0.0025744909139139224,2.4695975850079978e-06 prot_P32462 + s_0262 + s_0794 + s_1212 --> s_0122 + s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0234No1,r_0234No1,C-3 sterol dehydrogenase (No1),True,False,False,False,redox,1.0,0.0025533451979885516,0.0025533451979885516,2.3303504847129008e-08 prot_P53199 + s_1207 + s_1578 --> s_0456 + s_0794 + s_1212 + s_1579,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0235No1,r_0235No1,C-3 sterol dehydrogenase (4-methylzymosterol) (No1),True,False,False,False,redox,1.0,0.0025533451979885516,0.0025533451979885516,2.3303504847129008e-08 prot_P53199 + s_0297 + s_1198 --> s_0209 + s_0456 + s_0794 + s_1203,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0236No1,r_0236No1,C-3 sterol keto reductase (4-methylzymosterol) (No1),True,False,False,False,redox,-1.0,0.0025533451979885516,-0.0025533451979885516,0.00046667685169438555 prot_Q12452 + s_0209 + s_0794 + s_1212 --> s_0296 + s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0237No1,r_0237No1,C-3 sterol keto reductase (zymosterol) (No1),True,False,False,False,redox,-1.0,0.0025533451979885516,-0.0025533451979885516,0.00046667685169438555 prot_Q12452 + s_0794 + s_1212 + s_1579 --> s_1207 + s_1569,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0238No1,r_0238No1,C-4 methyl sterol oxidase (No1),True,False,False,False,redox,-1.0,0.0025533451979885516,-0.0025533451979885516,3.2582220798958734e-06 prot_P53045 + s_0296 + s_0794 + s_1212 + s_1275 --> s_0803 + s_1207 + s_1576,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0239No1,r_0239No1,C-4 methyl sterol oxidase (No1),True,False,False,False,redox,-1.0,0.0025533451979885516,-0.0025533451979885516,3.2582220798958734e-06 prot_P53045 + s_0794 + s_1212 + s_1275 + s_1576 --> 2.0 s_0803 + s_1207 + s_1577,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0240No1,r_0240No1,C-4 methyl sterol oxidase (No1),True,False,False,False,redox,-1.0,0.0025533451979885516,-0.0025533451979885516,3.2582220798958734e-06 prot_P53045 + s_0794 + s_1212 + s_1275 + s_1577 --> s_0803 + s_1207 + s_1578,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1682,r_1682,"cholestenol delta-isomerase, lumped reaction",False,False,False,False,redox,1.0,0.0024683847322169716,0.0024683847322169716,s_1275 + s_1416 + s_1569 --> s_0662 + s_0794 + 2.0 s_0803 + s_1413,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0364No1,r_0364No1,dUTP diphosphatase (No1),True,False,False,False,carrier,1.0,0.002265612420575467,0.002265612420575467,6.056145875905476e-05 prot_P33317 + s_0656 + s_0803 --> s_0633 + s_0654 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0735No1,r_0735No1,mevalonate kinase (atp) (No1),True,False,False,False,carrier,1.0,0.002029800211337597,0.002029800211337597,1.0405536379961478e-05 prot_P07277 + s_0028 + s_0434 --> s_0019 + s_0394 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0344No1,r_0344No1,dihydrofolate reductase (No1),True,False,False,False,redox,-1.0,0.0013593674523452802,-0.0013593674523452802,1.360786875976696e-06 prot_P07807 + s_0625 + s_0794 + s_1212 --> s_1207 + s_1487,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0326_REVNo1,r_0326_REVNo1,dCMP deaminase (reversible) (No1),True,False,False,False,carrier,1.0,0.0009062449682301867,0.0009062449682301867,2.0585645649629762e-07 prot_P06773 + s_0419 + s_0654 --> s_0589 + s_0794 + s_0803,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0038No1,r_0038No1,"3,4-dihydroxy-2-butanone-4-phosphate synthase (No1)",True,False,False,False,carrier,1.0,0.0007476520987899041,0.0007476520987899041,6.5513948320150056e-06 prot_Q99258 + s_0577 --> s_0158 + s_0722 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0525No1,r_0525No1,GTP cyclohydrolase II (No1),True,False,False,False,carrier,2.0,0.00037382604939495206,0.0007476520987899041,6.864071444620242e-07 prot_P38066 + s_0785 + 3.0 s_0803 --> s_0141 + s_0633 + s_0722 + 2.0 s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0014No1,r_0014No1,"2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase (No1)",True,False,False,False,carrier,-1.0,0.00037382604939495206,-0.00037382604939495206,2.1169712496218463e-06 prot_Q12362 + s_0142 + s_0794 + s_0803 --> s_0313 + s_0419,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0015No1,r_0015No1,"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH) (No1)",True,False,False,False,redox,-1.0,0.00037382604939495206,-0.00037382604939495206,9.9314159221498e-10 prot_P33312 + s_0141 + s_0794 + s_1212 --> s_0142 + s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_2223,r_2223,fatty acyl-CoA transport via ABC system (C18:0),False,False,False,False,carrier,1.0,0.00011235759374631673,0.00011235759374631673,s_0434 + s_0803 + s_1454 --> s_0394 + s_0794 + s_1322 + s_1457,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1830_REV,r_1830_REV,H+ diffusion (reversible),False,False,False,True,pure_ion_transport,1.0,0.00011235759374631673,0.00011235759374631673,s_0801 --> s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0986No1,r_0986No1,S-adenosyl-methionine delta-24-sterol-c-methyltransferase (No1),True,False,False,False,carrier,1.0,7.929643472014135e-05,7.929643472014135e-05,0.02795946827607143 prot_P25087 + s_1416 + s_1569 --> s_0700 + s_0794 + s_1413,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0935No1,r_0935No1,porphobilinogen synthase (No1),True,False,False,False,carrier,1.0,1.5104082803836447e-06,1.5104082803836447e-06,1.910307500192925e-05 prot_P05373 + 2.0 s_0315 --> s_0794 + 2.0 s_0803 + s_1372,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1081No1,r_1081No1,uroporphyrinogen decarboxylase (uroporphyrinogen III) (No1),True,False,False,False,carrier,-4.0,3.7760207009591117e-07,-1.5104082803836447e-06,0.0009701874479740302 prot_P32347 + 4.0 s_0794 + s_1558 --> 4.0 s_0456 + s_0538,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0272,arm_r_0272 r_0272No1 r_0272No2 r_0272No3,chitin synthase (arm),True,False,False,False,carrier,3.0,2.8522093910367326e-07,8.556628173110197e-07,s_1544 --> pmet_r_0272 ; pmet_r_0272 + 0.0008417508417508417 prot_P29465 --> s_0509 + s_0794 + s_1538 ; pmet_r_0272 + 0.000855666891365238 prot_P14180 --> s_0509 + s_0794 + s_1538 ; pmet_r_0272 + 0.0009319679424361753 prot_P08004 --> s_0509 + s_0794 + s_1538,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0304No1,r_0304No1,coproporphyrinogen oxidase (O2 required) (No1),True,False,False,False,redox,-2.0,3.7760207009591117e-07,-7.552041401918223e-07,2.2493048350329423e-05 prot_P11353 + s_0538 + 2.0 s_0794 + s_1275 --> 2.0 s_0456 + 2.0 s_0803 + s_1384,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0760No1,r_0760No1,N-acetylglucosamine-6-phosphate synthase (No1),True,False,False,False,carrier,1.0,2.8522093910367326e-07,2.8522093910367326e-07,1.0137880742176574e-05 prot_P43577 + s_0373 + s_0412 --> s_0529 + s_0794 + s_1190,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1069No1,r_1069No1,UDP-N-acetylglucosamine diphosphorylase (No1),True,False,False,False,carrier,-1.0,2.8522093910367326e-07,-2.8522093910367326e-07,8.164142372960631e-05 prot_P43123 + s_0794 + s_1189 + s_1559 --> s_0633 + s_1544,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0486,arm_r_0486 r_0486No1 r_0486No2 r_0486No3,glyceraldehyde-3-phosphate dehydrogenase (arm),True,False,False,False,redox,3.0,39.470689583176096,118.41206874952829,s_0764 + s_1198 + s_1322 --> pmet_r_0486 ; pmet_r_0486 + 1.4570513415003297e-05 prot_P00359 --> s_0075 + s_0794 + s_1203 ; pmet_r_0486 + 1.6825817035106294e-05 prot_P00360 --> s_0075 + s_0794 + s_1203 ; pmet_r_0486 + 1.4577147328747388e-05 prot_P00358 --> s_0075 + s_0794 + s_1203,anaerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo_anaerobic.mat
arm_r_0534,arm_r_0534 r_0534No1 r_0534No2 r_0534No3,hexokinase (D-glucose:ATP) (arm),True,False,False,False,carrier,3.0,22.816878136057667,68.450634408173,s_0434 + s_0563 --> pmet_r_0534 ; pmet_r_0534 + 1.0305477605106158e-06 prot_P17709 --> s_0394 + s_0568 + s_0794 ; pmet_r_0534 + 1.0518036963356492e-06 prot_P04806 --> s_0394 + s_0568 + s_0794 ; pmet_r_0534 + 2.4273876265373014e-06 prot_P04807 --> s_0394 + s_0568 + s_0794,anaerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo_anaerobic.mat
arm_r_0962,arm_r_0962 r_0962No1 r_0962No2,pyruvate kinase (arm),True,False,False,False,carrier,-1.0,39.041031195804166,-39.041031195804166,s_0394 + s_0794 + s_1360 --> pmet_r_0962 ; pmet_r_0962 + 1.2781159410952698e-06 prot_P00549 --> s_0434 + s_1399 ; pmet_r_0962 + 1.3859441801225086e-06 prot_P52489 --> s_0434 + s_1399,anaerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo_anaerobic.mat
arm_r_0959,arm_r_0959 r_0959No1 r_0959No2 r_0959No3,pyruvate decarboxylase (arm),True,False,False,False,carrier,-1.0,36.78539860079432,-36.78539860079432,s_0794 + s_1399 --> pmet_r_0959 ; pmet_r_0959 + 4.5550158958339185e-06 prot_P26263 --> s_0359 + s_0456 ; pmet_r_0959 + 4.555015894034981e-06 prot_P06169 --> s_0359 + s_0456 ; pmet_r_0959 + 4.5550158940266865e-06 prot_P16467 --> s_0359 + s_0456,anaerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo_anaerobic.mat
arm_r_2115,arm_r_2115 r_2115No1 r_2115No2,"alcohol dehydrogenase, (acetaldehyde to ethanol) (arm)",True,False,False,False,redox,-1.0,35.671693667799374,-35.671693667799374,s_0359 + s_0794 + s_1203 --> pmet_r_2115 ; pmet_r_2115 + 1.101457719143588e-07 prot_P38113 --> s_0680 + s_1198 ; pmet_r_2115 + 0.007809255700034848 prot_P00330 --> s_0680 + s_1198,anaerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo_anaerobic.mat
r_4041,r_4041,yeast 8 biomass pseudoreaction,False,False,False,False,carrier,70.17,0.330906874734951,23.219735400151514,0.642498942709614 s_0001 + 0.21466987951807232 s_0004 + 0.5727840199750311 s_0404 + 0.046 s_0423 + 0.20062421972534333 s_0428 + 0.12696629213483146 s_0430 + 0.37141073657927587 s_0432 + 70.17 s_0434 + 7.553479223014507e-07 s_0509 + 0.0447 s_0526 + 0.008239700374531835 s_0542 + 0.0036 s_0584 + 0.0024,anaerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo_anaerobic.mat
r_0887No1,r_0887No1,phosphofructokinase (s7p) (No1),True,False,False,False,carrier,1.0,21.596375777751557,21.596375777751557,4.3982877593535264e-07 prot_P16861 + 4.790489423801316e-07 prot_P16862 + s_0434 + s_1427 --> s_0394 + s_0794 + s_1426,anaerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo_anaerobic.mat
arm_r_0491,arm_r_0491 r_0491No1 r_0491No2,glycerol-3-phosphate dehydrogenase (NAD) (arm),True,False,False,False,redox,-1.0,4.1079463526565,-4.1079463526565,s_0629 + s_0794 + s_1203 --> pmet_r_0491 ; pmet_r_0491 + 2.7278449569770563e-06 prot_Q00055 --> s_0767 + s_1198 ; pmet_r_0491 + 2.4990116295250553e-06 prot_P41911 --> s_0767 + s_1198,anaerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo_anaerobic.mat
