rxn_id,mw_kDa,kcat_s,source,group
R00275__cyto,27.6,13.7,ec_class_prior,
R07394__cyto,27.34,79.0,ec_class_prior,Cysteine and methionine metabolism
R00964__cyto,62.18,13.7,ec_class_prior,Pyrimidine metabolism
R11218__cyto,54.23,13.7,ec_class_prior,
R00939__mito,23.52,13.7,ec_class_prior,One carbon pool by folate
R09087__cyto,85.32,13.7,ec_class_prior,
R12119__cyto,59.65,13.7,ec_class_prior,
R02850__cyto,56.2525,13.7,ec_class_prior,
R00621__mito,114.52,13.7,ec_class_prior,Citrate cycle (TCA cycle)
R03084__cyto,93.7,15.0,ec_class_prior,Biosynthesis of antibiotics
R07411__cyto,46.38,13.7,ec_class_prior,Porphyrin and chlorophyll metabolism
R00867__cyto,53.923333,13.7,ec_class_prior,Fructose and mannose metabolism
R07491__cyto,42.42,13.7,ec_class_prior,Steroid biosynthesis
R01083__cyto,54.3,15.0,ec_class_prior,"Alanine, aspartate and glutamate metabolism"
R02978__cyto,35.9,13.7,ec_class_prior,Sphingolipid metabolism
R02035__cyto,32.65,79.0,ec_class_prior,Biosynthesis of antibiotics
R12427__mito,62.095,13.7,ec_class_prior,Lipoic acid metabolism
R00342__mito,34.54,13.7,ec_class_prior,Biosynthesis of antibiotics
R00428__cyto,31.64,79.0,ec_class_prior,Folate biosynthesis
R12152__cyto,64.28,15.0,ec_class_prior,
R02694__cyto,62.095,13.7,ec_class_prior,
R04725__cyto,135.89,13.7,ec_class_prior,Fatty acid biosynthesis
R03363__cyto,58.688571,79.0,ec_class_prior,Inositol phosphate metabolism
R00651__cyto,50.2,13.7,ec_class_prior,
R07509__cyto,36.03,13.7,ec_class_prior,Biosynthesis of antibiotics
R04945__cyto,66.65,13.7,ec_class_prior,
R02665__cyto,19.42,13.7,ec_class_prior,Tryptophan metabolism
R00402__cyto,42.41,13.7,ec_class_prior,Carbon fixation pathways in prokaryotes
R00782__cyto,43.82,15.0,ec_class_prior,Cysteine and methionine metabolism
R07981__cyto,33.92,13.7,ec_class_prior,Microbial metabolism in diverse environments
R09877__cyto,69.56,79.0,ec_class_prior,
R00870__cyto,45.6025,13.7,ec_class_prior,Fructose and mannose metabolism
R00127__mito,27.523333,13.7,ec_class_prior,Biosynthesis of antibiotics
R03650__cyto,86.92,10.0,ec_class_prior,Aminoacyl-tRNA biosynthesis
R00342__cyto,34.54,13.7,ec_class_prior,Biosynthesis of antibiotics
R07762__cyto,40.083333,13.7,ec_class_prior,Fatty acid biosynthesis
R06590__cyto,73.8,13.7,ec_class_prior,Biosynthesis of antibiotics
R01899__mito,46.725,13.7,ec_class_prior,2-Oxocarboxylic acid metabolism
R04953__cyto,152.495,13.7,ec_class_prior,Fatty acid biosynthesis
R03921__cyto,56.79,79.0,ec_class_prior,Starch and sucrose metabolism
R02408__cyto,43.82,15.0,ec_class_prior,Cysteine and methionine metabolism
R09420__cyto,44.964,13.7,ec_class_prior,Metabolism of xenobiotics by cytochrome P450
R00778__cyto,25.53,15.0,ec_class_prior,Microbial metabolism in diverse environments
R04543__cyto,152.495,13.7,ec_class_prior,Fatty acid biosynthesis
R12152__mito,64.28,15.0,ec_class_prior,
R03968__cyto,85.78,15.0,ec_class_prior,2-Oxocarboxylic acid metabolism
R00181__cyto,87.66,79.0,ec_class_prior,Biosynthesis of antibiotics
R02297__cyto,33.19,13.7,ec_class_prior,Purine metabolism
R03469__cyto,72.44,13.7,ec_class_prior,Inositol phosphate metabolism
